delivery_id,request_id,warehouse_id,quantity_delivered,promised_date,delivered_date,status
10467,6467,1,58,2026-02-12,2026-02-12,Lost
10468,6468,1,5095,2026-02-22,2026-02-22,Partial
10469,6469,1,6463,2025-10-16,2025-10-22,Delivered
10470,6470,1,1326,2025-10-17,2025-10-17,Delivered
10471,6471,1,8265,2025-10-25,2025-10-25,Delivered
10472,6472,1,1073,2025-10-21,2025-10-21,Delivered
10473,6473,1,6115,2025-10-15,2025-10-15,Partial
10474,6474,1,21912,2026-03-01,2026-03-01,Delivered
10475,6475,1,6287,2026-02-21,2026-02-21,Delivered
10476,6476,1,5245,2026-03-08,2026-03-08,Delivered
10477,6477,1,9159,2026-03-10,2026-03-10,Delivered
10478,6478,1,4107,2025-10-27,2025-10-27,Delivered
10479,6479,1,7020,2025-10-26,2025-10-26,Delivered
10480,6480,1,694,2025-10-31,2025-10-31,Delivered
10481,6481,1,5460,2025-11-03,2025-11-03,Partial
10482,6482,1,2738,2026-02-20,2026-02-20,Delivered
10483,6483,1,2222,2026-02-24,2026-02-24,Delivered
10484,6484,1,6691,2026-02-09,2026-02-09,Partial
10485,6485,1,8379,2026-02-15,2026-02-15,Delivered
10486,6486,1,7695,2026-02-27,2026-02-27,Partial
10487,6487,1,5756,2026-03-03,2026-03-03,Delivered
10488,6488,1,6073,2026-02-23,2026-02-23,Delivered
10489,6489,1,4661,2026-03-01,2026-03-01,Delivered
10490,6490,1,3313,2025-10-19,2025-10-19,Delivered
10491,6491,1,3224,2025-10-18,2025-10-18,Delivered
10492,6492,1,15952,2025-10-15,2025-10-15,Delivered
10493,6493,1,8102,2025-10-11,2025-10-11,Delivered
10494,6494,1,4287,2026-02-19,2026-02-19,Delivered
10495,6495,1,2659,2026-02-18,2026-02-18,Delivered
10496,6496,1,4649,2026-02-12,2026-02-12,Partial
10497,6497,1,4230,2026-02-17,2026-02-17,Delivered
10498,6498,1,2065,2026-02-11,2026-02-11,Partial
10499,6499,1,6544,2026-02-14,2026-02-14,Delivered
10500,6500,1,2587,2025-10-13,2025-10-13,Delivered
10501,6501,1,8390,2025-10-17,2025-10-17,Delivered
10502,6502,1,2035,2025-10-29,2025-10-29,Partial
10503,6503,1,5658,2025-10-20,2025-10-20,Partial
10504,6504,1,3007,2025-10-27,2025-10-27,Delivered
10505,6505,1,2932,2025-10-16,2025-10-16,Delivered
10506,6506,1,1831,2025-10-17,2025-10-17,Partial
10507,6507,1,3300,2026-02-08,2026-02-08,Partial
10508,6508,1,6367,2026-02-12,2026-02-12,Delivered
10509,6509,1,6470,2026-02-27,2026-02-27,Partial
10510,6510,1,3059,2026-02-26,2026-02-26,Partial
10511,6511,1,1131,2025-10-26,2025-10-26,Partial
10512,6512,1,7174,2025-10-13,2025-10-13,Partial
10513,6513,1,4395,2025-10-15,2025-10-15,Partial
10514,6514,1,6223,2026-02-08,2026-02-08,Partial
10515,6515,1,6183,2026-02-28,2026-02-28,Delivered
10516,6516,1,8832,2026-02-24,2026-02-24,Partial
10517,6517,1,816,2026-02-15,2026-02-15,Delivered
10518,6518,1,9902,2026-02-16,2026-02-16,Delivered
10519,6519,1,5251,2026-02-21,2026-02-21,Delivered
10520,6520,1,77,2026-02-27,2026-02-27,Lost
10521,6521,1,1391,2026-02-16,2026-02-16,Delivered
10522,6522,1,11054,2025-10-29,2025-10-29,Partial
10523,6523,1,6942,2025-10-11,2025-10-11,Delivered
10524,6524,1,5882,2025-10-13,2025-10-13,Partial
10525,6525,1,1936,2025-10-25,2025-10-25,Partial
10526,6526,1,7973,2025-11-01,2025-11-01,Partial
10527,6527,1,3446,2025-10-28,2025-10-28,Delivered
10528,6528,1,2858,2025-10-23,2025-10-23,Delivered
10529,6529,1,10102,2025-10-09,2025-10-09,Partial
10530,6530,1,2511,2026-03-09,2026-03-09,Delivered
10531,6531,1,5546,2026-03-01,2026-03-01,Delivered
10532,6532,1,5028,2026-03-02,2026-03-02,Delivered
10533,6533,1,1375,2026-03-04,2026-03-04,Delivered
10534,6534,1,4186,2026-02-28,2026-02-28,Delivered
10535,6535,1,8579,2026-03-06,2026-03-06,Delivered
10536,6536,1,3253,2026-03-08,2026-03-08,Delivered
10537,6537,1,15524,2025-10-17,2025-10-17,Delivered
10538,6538,1,9701,2025-11-01,2025-11-01,Partial
10539,6539,1,8664,2025-10-18,2025-10-18,Delivered
10540,6540,1,1373,2025-11-02,2025-11-02,Delivered
10541,6541,1,2600,2026-02-13,2026-02-13,Delivered
10542,6542,1,4848,2026-03-04,2026-03-04,Partial
10543,6543,1,6200,2026-02-14,2026-02-14,Delivered
10544,6544,1,6676,2026-02-15,2026-02-15,Delivered
10545,6545,1,6170,2025-10-30,2025-10-30,Delivered
10546,6546,1,3208,2025-10-27,2025-10-27,Delivered
10547,6547,1,21455,2025-10-28,2025-10-28,Delivered
10548,6548,1,5999,2025-10-31,2025-10-31,Partial
10549,6549,1,6103,2025-10-25,2025-10-25,Delivered
10550,6550,1,2852,2026-02-22,2026-02-22,Delivered
10551,6551,1,20463,2026-02-08,2026-02-08,Delivered
10552,6552,1,4273,2026-02-19,2026-02-19,Delivered
10553,6553,1,7746,2026-02-26,2026-02-26,Partial
10554,6554,1,4544,2026-02-16,2026-02-16,Delivered
10555,6555,1,2925,2026-03-02,2026-03-02,Delivered
10556,6556,1,6257,2026-02-14,2026-02-14,Delivered
10557,6557,1,8753,2025-10-25,2025-10-25,Delivered
10558,6558,1,642,2025-10-16,2025-10-16,Partial
10559,6559,1,7924,2025-10-12,2025-10-12,Delivered
10560,6560,1,6225,2025-10-22,2025-10-22,Partial
10561,6561,1,8422,2025-10-06,2025-10-06,Delivered
10562,6562,1,651,2025-10-31,2025-10-31,Delivered
10563,6563,1,3153,2025-10-30,2025-10-30,Delivered
10564,6564,1,5227,2025-11-02,2025-11-02,Delivered
10565,6565,1,3424,2026-03-04,2026-03-04,Delivered
10566,6566,1,406,2026-03-02,2026-03-02,Lost
10567,6567,1,3674,2026-02-11,2026-02-11,Delivered
10568,6568,1,8076,2026-02-19,2026-02-19,Delivered
10569,6569,1,4667,2025-10-27,2025-10-27,Partial
10570,6570,1,8832,2025-10-25,2025-10-25,Delivered
10571,6571,1,5143,2025-10-23,2025-10-23,Delivered
10572,6572,1,8883,2026-02-25,2026-02-25,Delivered
10573,6573,1,8743,2026-02-06,2026-02-06,Delivered
10574,6574,1,6562,2026-02-23,2026-02-23,Delivered
10575,6575,1,4285,2026-02-16,2026-02-16,Delivered
10576,6576,1,2599,2026-03-05,2026-03-05,Delivered
10577,6577,1,921,2026-03-02,2026-03-02,Delivered
10578,6578,1,5670,2026-02-26,2026-02-26,Delivered
10579,6579,1,4622,2025-10-13,2025-10-13,Delivered
10580,6580,1,4320,2025-10-24,2025-10-24,Delivered
10581,6581,1,1197,2025-10-29,2025-10-29,Delivered
10582,6582,1,7276,2025-10-12,2025-10-12,Delivered
10583,6583,1,2529,2026-02-28,2026-02-28,Delivered
10584,6584,1,3128,2026-03-08,2026-03-08,Partial
10585,6585,1,18230,2026-02-20,2026-02-20,Partial
10586,6586,1,3911,2025-10-14,2025-10-14,Delivered
10587,6587,1,3521,2025-10-12,2025-10-12,Delivered
10588,6588,1,1834,2025-10-30,2025-10-30,Delivered
10589,6589,1,1779,2025-10-16,2025-10-16,Delivered
10590,6590,1,3140,2025-10-07,2025-10-07,Delivered
10591,6591,1,828,2026-02-24,2026-02-24,Partial
10592,6592,1,3788,2026-02-24,2026-02-24,Partial
10593,6593,1,2247,2026-02-28,2026-02-28,Partial
10594,6594,1,1077,2026-03-09,2026-03-09,Delivered
10595,6595,1,3409,2025-10-19,2025-10-19,Delivered
10596,6596,1,6784,2025-10-21,2025-10-21,Delivered
10597,6597,1,10612,2025-10-13,2025-10-13,Partial
10598,6598,1,2145,2025-10-24,2025-10-24,Delivered
10599,6599,1,2573,2026-02-28,2026-02-28,Delivered
10600,6600,1,11011,2026-02-10,2026-02-10,Delivered
10601,6601,1,12035,2026-02-14,2026-02-14,Delivered
10602,6602,1,6567,2026-03-08,2026-03-08,Delivered
10603,6603,1,3743,2026-03-03,2026-03-03,Delivered
10604,6604,1,6243,2026-03-06,2026-03-06,Delivered
10605,6605,1,5318,2026-02-28,2026-02-28,Delivered
10606,6606,1,1988,2025-10-13,2025-10-13,Delivered
10607,6607,1,2339,2025-10-13,2025-10-13,Delivered
10608,6608,1,2636,2025-10-27,2025-10-27,Partial
10609,6609,1,4299,2025-10-26,2025-10-26,Delivered
10610,6610,1,8223,2025-10-17,2025-10-17,Partial
10611,6611,1,1068,2025-10-31,2025-10-31,Partial
10612,6612,1,8447,2025-10-22,2025-10-22,Delivered
10613,6613,1,19068,2025-10-25,2025-10-25,Partial
10614,6614,1,2496,2026-03-03,2026-03-03,Delivered
10615,6615,1,6274,2026-02-25,2026-02-25,Partial
10616,6616,1,5978,2026-02-25,2026-02-25,Delivered
10617,6617,1,2266,2026-02-20,2026-02-20,Partial
10618,6618,1,5811,2026-02-19,2026-02-19,Delivered
10619,6619,1,1097,2026-02-17,2026-02-17,Delivered
10620,6620,1,7556,2026-02-21,2026-02-21,Delivered
10621,6621,1,5166,2026-02-11,2026-02-11,Delivered
10622,6622,1,7067,2025-10-18,2025-10-18,Delivered
10623,6623,1,6914,2025-10-29,2025-10-29,Delivered
10624,6624,1,944,2025-11-02,2025-11-02,Delivered
10625,6625,1,4950,2025-10-25,2025-10-25,Delivered
10626,6626,1,3680,2025-11-01,2025-11-01,Partial
10627,6627,1,6149,2026-02-19,2026-02-19,Partial
10628,6628,1,5669,2026-02-12,2026-02-12,Partial
10629,6629,1,564,2026-02-11,2026-02-11,Lost
10630,6630,1,8275,2026-03-04,2026-03-04,Delivered
10631,6631,1,7535,2026-02-18,2026-02-18,Partial
10632,6632,1,4890,2026-03-07,2026-03-07,Partial
10633,6633,1,2195,2026-03-04,2026-03-04,Delivered
10634,6634,1,1405,2025-10-31,2025-10-31,Delivered
10635,6635,1,7278,2025-11-01,2025-11-01,Partial
10636,6636,1,3835,2025-10-27,2025-10-27,Delivered
10637,6637,1,1141,2025-10-13,2025-10-13,Delivered
10638,6638,1,5901,2025-10-21,2025-10-21,Partial
10639,6639,1,4248,2025-10-17,2025-10-17,Partial
10640,6640,1,2195,2026-02-28,2026-02-28,Delivered
10641,6641,1,7946,2026-02-11,2026-02-11,Delivered
10642,6642,1,1177,2026-02-19,2026-02-19,Delivered
10643,6643,1,3179,2026-02-15,2026-02-15,Partial
10644,6644,1,4659,2026-02-13,2026-02-13,Partial
10645,6645,1,13204,2025-10-23,2025-10-23,Partial
10646,6646,1,5998,2025-10-24,2025-10-24,Delivered
10647,6647,1,1202,2025-10-13,2025-10-17,Delivered
10648,6648,1,6450,2025-10-08,2025-10-08,Partial
10649,6649,1,6505,2025-10-19,2025-10-19,Delivered
10650,6650,1,3051,2025-10-19,2025-10-19,Partial
10651,6651,1,2917,2025-10-13,2025-10-13,Partial
10652,6652,1,5996,2025-10-20,2025-10-20,Delivered
10653,6653,1,3238,2026-03-04,2026-03-04,Delivered
10654,6654,1,4542,2026-02-20,2026-02-20,Delivered
10655,6655,1,1633,2026-02-25,2026-02-25,Delivered
10656,6656,1,4861,2025-10-31,2025-10-31,Delivered
10657,6657,1,3465,2025-10-12,2025-10-12,Delivered
10658,6658,1,4622,2025-10-19,2025-10-19,Partial
10659,6659,1,4060,2025-11-01,2025-11-01,Partial
10660,6660,1,1735,2025-11-01,2025-11-01,Delivered
10661,6661,1,3869,2025-10-30,2025-10-30,Partial
10662,6662,1,4176,2025-10-28,2025-10-28,Delivered
10663,6663,1,1475,2025-10-21,2025-10-21,Delivered
10664,6664,1,2085,2026-03-03,2026-03-03,Delivered
10665,6665,1,3282,2026-02-14,2026-02-14,Delivered
10666,6666,1,6115,2026-02-20,2026-02-20,Delivered
10667,6667,1,6577,2026-02-22,2026-02-22,Partial
10668,6668,1,4742,2026-02-16,2026-02-16,Delivered
10669,6669,1,4645,2026-02-27,2026-03-03,Delivered
10670,6670,1,940,2026-02-24,2026-02-24,Delivered
10671,6671,1,990,2026-02-18,2026-02-18,Partial
10672,6672,1,6464,2025-10-25,2025-10-25,Delivered
10673,6673,1,4542,2025-10-07,2025-10-07,Delivered
10674,6674,1,2656,2025-10-17,2025-10-17,Delivered
10675,6675,1,19730,2025-10-19,2025-10-19,Delivered
10676,6676,1,3163,2025-10-16,2025-10-16,Partial
10677,6677,1,5968,2025-10-18,2025-10-18,Delivered
10678,6678,1,5211,2026-02-28,2026-02-28,Delivered
10679,6679,1,1665,2026-02-19,2026-02-19,Delivered
10680,6680,1,16066,2026-02-20,2026-02-20,Delivered
10681,6681,1,8146,2026-02-21,2026-02-21,Delivered
10682,6682,1,6257,2026-02-18,2026-02-18,Delivered
10683,6683,1,9211,2026-02-23,2026-02-23,Partial
10684,6684,1,4267,2026-02-25,2026-02-25,Partial
10685,6685,1,2693,2025-10-25,2025-10-25,Partial
10686,6686,1,5284,2025-11-04,2025-11-06,Delivered
10687,6687,1,850,2025-10-22,2025-10-22,Partial
10688,6688,1,7840,2025-10-27,2025-10-27,Delivered
10689,6689,1,4890,2026-02-28,2026-02-28,Partial
10690,6690,1,2864,2026-02-15,2026-02-15,Delivered
10691,6691,1,7511,2026-02-10,2026-02-10,Partial
10692,6692,1,4189,2026-02-21,2026-02-21,Delivered
10693,6693,1,5181,2026-03-02,2026-03-02,Delivered
10694,6694,1,12193,2025-10-24,2025-10-24,Partial
10695,6695,1,8779,2025-10-22,2025-10-22,Delivered
10696,6696,1,8731,2025-10-19,2025-10-19,Partial
10697,6697,1,6885,2025-10-24,2025-10-24,Delivered
10698,6698,1,3110,2025-10-25,2025-10-25,Delivered
10699,6699,1,2299,2025-10-10,2025-10-10,Delivered
10700,6700,1,7748,2025-11-02,2025-11-02,Partial
10701,6701,1,7394,2025-11-01,2025-11-01,Delivered
10702,6702,1,1063,2026-03-05,2026-03-05,Partial
10703,6703,1,8097,2026-03-02,2026-03-02,Partial
10704,6704,1,15649,2026-02-13,2026-02-13,Delivered
10705,6705,1,6323,2026-02-24,2026-02-24,Delivered
10706,6706,1,6526,2026-02-24,2026-02-24,Partial
10707,6707,1,7929,2025-11-05,2025-11-05,Partial
10708,6708,1,2637,2025-11-04,2025-11-04,Delivered
10709,6709,1,4513,2025-10-18,2025-10-18,Delivered
10710,6710,1,4778,2025-11-04,2025-11-04,Partial
10711,6711,1,2442,2026-02-12,2026-02-12,Partial
10712,6712,1,4852,2026-03-05,2026-03-05,Delivered
10713,6713,1,1593,2026-02-27,2026-02-27,Delivered
10714,6714,1,4284,2026-03-04,2026-03-04,Delivered
10715,6715,1,5601,2026-02-21,2026-02-21,Delivered
10716,6716,1,6898,2026-02-15,2026-02-15,Delivered
10717,6717,1,8254,2026-03-06,2026-03-06,Partial
10718,6718,1,2088,2025-10-14,2025-10-14,Delivered
10719,6719,1,1723,2025-10-13,2025-10-13,Partial
10720,6720,1,3704,2025-10-11,2025-10-11,Delivered
10721,6721,1,4428,2026-02-08,2026-02-08,Delivered
10722,6722,1,6162,2026-02-17,2026-02-17,Partial
10723,6723,1,5565,2026-02-24,2026-02-24,Partial
10724,6724,1,3133,2026-02-13,2026-02-13,Delivered
10725,6725,1,6132,2026-02-15,2026-02-15,Delivered
10726,6726,2,7731,2025-10-11,2025-10-11,Partial
10727,6727,2,5046,2025-10-29,2025-10-29,Delivered
10728,6728,2,6906,2025-10-23,2025-10-23,Partial
10729,6729,2,6957,2026-02-26,2026-02-26,Delivered
10730,6730,2,723,2026-02-15,2026-02-15,Delivered
10731,6731,2,5919,2026-02-24,2026-02-24,Partial
10732,6732,2,7585,2026-02-11,2026-02-11,Partial
10733,6733,2,8448,2026-02-11,2026-02-11,Partial
10734,6734,2,8645,2026-02-16,2026-02-16,Partial
10735,6735,2,813,2026-02-28,2026-02-28,Partial
10736,6736,2,3149,2025-11-01,2025-11-01,Partial
10737,6737,2,7417,2025-10-11,2025-10-17,Partial
10738,6738,2,1726,2025-10-21,2025-10-21,Partial
10739,6739,2,2377,2025-10-09,2025-10-09,Partial
10740,6740,2,7642,2025-10-29,2025-10-29,Partial
10741,6741,2,661,2025-10-13,2025-10-13,Partial
10742,6742,2,5826,2025-10-24,2025-10-24,Delivered
10743,6743,2,7294,2026-02-20,2026-02-20,Partial
10744,6744,2,6225,2026-03-09,2026-03-09,Delivered
10745,6745,2,4771,2026-02-12,2026-02-12,Delivered
10746,6746,2,6655,2026-02-17,2026-02-17,Delivered
10747,6747,2,697,2025-10-19,2025-10-19,Delivered
10748,6748,2,6487,2025-10-22,2025-10-22,Partial
10749,6749,2,4033,2025-10-19,2025-10-19,Partial
10750,6750,2,4372,2025-10-25,2025-10-25,Partial
10751,6751,2,8193,2025-11-03,2025-11-03,Delivered
10752,6752,2,2006,2025-10-13,2025-10-13,Partial
10753,6753,2,8220,2025-10-07,2025-10-07,Partial
10754,6754,2,1564,2025-10-09,2025-10-09,Partial
10755,6755,2,2363,2026-03-04,2026-03-04,Delivered
10756,6756,2,1618,2026-03-05,2026-03-05,Delivered
10757,6757,2,1835,2026-03-07,2026-03-07,Partial
10758,6758,2,5711,2025-10-30,2025-10-30,Partial
10759,6759,2,8465,2025-10-06,2025-10-06,Partial
10760,6760,2,6129,2025-10-14,2025-10-14,Partial
10761,6761,2,8638,2026-02-08,2026-02-08,Partial
10762,6762,2,4482,2026-02-23,2026-02-23,Delivered
10763,6763,2,3876,2026-02-16,2026-02-16,Partial
10764,6764,2,3318,2026-02-13,2026-02-13,Partial
10765,6765,2,1909,2026-02-25,2026-02-25,Partial
10766,6766,2,5198,2026-03-03,2026-03-03,Partial
10767,6767,2,4225,2026-02-27,2026-02-27,Partial
10768,6768,2,7064,2026-02-12,2026-02-12,Partial
10769,6769,2,5804,2025-10-15,2025-10-15,Partial
10770,6770,2,2990,2025-10-22,2025-10-22,Partial
10771,6771,2,2451,2025-10-11,2025-10-11,Delivered
10772,6772,2,4980,2026-02-15,2026-02-15,Delivered
10773,6773,2,22266,2026-03-04,2026-03-04,Partial
10774,6774,2,1894,2026-02-21,2026-02-21,Partial
10775,6775,2,10,2026-02-27,2026-02-27,Lost
10776,6776,2,4329,2026-02-14,2026-02-14,Partial
10777,6777,2,2337,2026-03-01,2026-03-01,Partial
10778,6778,2,6056,2025-10-27,2025-10-27,Partial
10779,6779,2,2086,2025-10-21,2025-10-21,Delivered
10780,6780,2,10268,2025-10-22,2025-10-22,Partial
10781,6781,2,4329,2025-10-18,2025-10-23,Partial
10782,6782,2,11032,2025-10-18,2025-10-18,Partial
10783,6783,2,4202,2025-10-16,2025-10-16,Partial
10784,6784,2,8511,2025-10-23,2025-10-23,Partial
10785,6785,2,105,2025-10-31,2025-10-31,Lost
10786,6786,2,7675,2026-02-24,2026-02-24,Partial
10787,6787,2,1720,2026-02-18,2026-02-18,Partial
10788,6788,2,7273,2026-02-28,2026-02-28,Delivered
10789,6789,2,782,2026-03-02,2026-03-02,Delivered
10790,6790,2,5865,2026-02-23,2026-02-23,Partial
10791,6791,2,4109,2026-02-25,2026-02-25,Partial
10792,6792,2,2359,2026-02-17,2026-02-17,Partial
10793,6793,2,3390,2025-10-15,2025-10-15,Partial
10794,6794,2,5754,2025-11-08,2025-11-08,Partial
10795,6795,2,2248,2025-10-26,2025-10-26,Delivered
10796,6796,2,5768,2025-10-20,2025-10-20,Partial
10797,6797,2,4640,2025-10-13,2025-10-13,Partial
10798,6798,2,8057,2025-10-30,2025-10-30,Partial
10799,6799,2,1388,2025-10-21,2025-10-21,Partial
10800,6800,2,3383,2026-02-27,2026-02-27,Partial
10801,6801,2,5722,2026-02-15,2026-02-15,Partial
10802,6802,2,6569,2026-02-20,2026-02-20,Delivered
10803,6803,2,8267,2025-10-19,2025-10-19,Partial
10804,6804,2,5412,2025-10-16,2025-10-16,Delivered
10805,6805,2,4129,2025-10-28,2025-10-28,Partial
10806,6806,2,1071,2025-10-19,2025-10-19,Partial
10807,6807,2,5169,2025-10-11,2025-10-11,Partial
10808,6808,2,7903,2025-10-21,2025-10-21,Partial
10809,6809,2,7820,2026-02-24,2026-02-24,Partial
10810,6810,2,758,2026-02-19,2026-02-19,Lost
10811,6811,2,3400,2026-02-16,2026-02-16,Partial
10812,6812,2,5642,2026-02-24,2026-02-24,Partial
10813,6813,2,4185,2026-02-28,2026-02-28,Partial
10814,6814,2,1191,2025-10-17,2025-10-17,Partial
10815,6815,2,4632,2025-10-26,2025-10-26,Delivered
10816,6816,2,3169,2025-10-29,2025-10-29,Partial
10817,6817,2,1472,2025-10-06,2025-10-06,Partial
10818,6818,2,3605,2025-11-03,2025-11-03,Partial
10819,6819,2,2051,2025-10-17,2025-10-17,Delivered
10820,6820,2,1860,2026-02-28,2026-02-28,Partial
10821,6821,2,7218,2026-02-11,2026-02-11,Partial
10822,6822,2,1909,2026-03-03,2026-03-03,Partial
10823,6823,2,5634,2026-02-18,2026-02-18,Partial
10824,6824,2,8211,2025-10-24,2025-10-24,Partial
10825,6825,2,7954,2025-10-27,2025-11-01,Partial
10826,6826,2,4020,2025-11-03,2025-11-03,Delivered
10827,6827,2,6902,2025-10-20,2025-10-20,Delivered
10828,6828,2,5433,2026-03-01,2026-03-01,Partial
10829,6829,2,6530,2026-03-06,2026-03-06,Partial
10830,6830,2,3484,2026-02-16,2026-02-16,Delivered
10831,6831,2,2039,2026-03-01,2026-03-01,Partial
10832,6832,2,1407,2026-02-24,2026-02-24,Partial
10833,6833,2,6791,2026-03-02,2026-03-02,Partial
10834,6834,2,3412,2026-03-04,2026-03-04,Partial
10835,6835,2,6501,2026-02-27,2026-02-27,Delivered
10836,6836,2,7749,2025-10-29,2025-10-29,Partial
10837,6837,2,4306,2025-10-08,2025-10-08,Partial
10838,6838,2,4365,2025-11-08,2025-11-08,Delivered
10839,6839,2,5912,2025-10-22,2025-10-22,Partial
10840,6840,2,7250,2026-03-02,2026-03-02,Partial
10841,6841,2,5514,2026-02-14,2026-02-14,Partial
10842,6842,2,13543,2026-02-16,2026-02-16,Partial
10843,6843,2,5116,2026-02-17,2026-02-17,Partial
10844,6844,2,8586,2026-02-15,2026-02-15,Partial
10845,6845,2,15,2026-02-17,2026-02-17,Lost
10846,6846,2,6766,2025-10-14,2025-10-14,Delivered
10847,6847,2,5200,2025-10-22,2025-10-22,Partial
10848,6848,2,3371,2025-10-23,2025-10-23,Partial
10849,6849,2,624,2026-02-10,2026-02-10,Partial
10850,6850,2,3798,2026-02-26,2026-02-26,Partial
10851,6851,2,5105,2026-03-05,2026-03-05,Partial
10852,6852,2,950,2025-10-23,2025-10-23,Delivered
10853,6853,2,3807,2025-10-16,2025-10-16,Delivered
10854,6854,2,7301,2025-10-25,2025-10-25,Partial
10855,6855,2,16027,2025-10-27,2025-10-27,Delivered
10856,6856,2,8486,2025-10-28,2025-10-28,Delivered
10857,6857,2,5321,2025-10-26,2025-10-26,Partial
10858,6858,2,8399,2025-10-31,2025-10-31,Partial
10859,6859,2,3059,2025-10-27,2025-10-27,Partial
10860,6860,2,8487,2026-02-26,2026-02-26,Partial
10861,6861,2,1144,2026-02-25,2026-02-28,Partial
10862,6862,2,2954,2026-03-04,2026-03-04,Partial
10863,6863,2,5614,2026-02-12,2026-02-12,Partial
10864,6864,2,3299,2026-03-03,2026-03-03,Delivered
10865,6865,2,1759,2026-02-20,2026-02-20,Partial
10866,6866,2,6549,2026-02-18,2026-02-18,Partial
10867,6867,2,5926,2026-02-14,2026-02-14,Partial
10868,6868,2,15357,2025-10-30,2025-10-30,Partial
10869,6869,2,8043,2025-10-24,2025-10-24,Partial
10870,6870,2,5496,2025-10-25,2025-10-25,Delivered
10871,6871,2,1771,2025-10-25,2025-10-25,Delivered
10872,6872,2,7480,2025-10-22,2025-10-22,Delivered
10873,6873,2,5916,2025-10-15,2025-10-15,Partial
10874,6874,2,2316,2025-11-05,2025-11-05,Partial
10875,6875,2,2191,2026-02-12,2026-02-20,Partial
10876,6876,2,4295,2026-02-25,2026-02-25,Partial
10877,6877,2,904,2026-02-13,2026-02-13,Partial
10878,6878,2,6398,2026-02-11,2026-02-11,Partial
10879,6879,2,6939,2026-02-22,2026-02-22,Partial
10880,6880,2,8309,2026-02-10,2026-02-10,Partial
10881,6881,2,8188,2025-11-07,2025-11-07,Delivered
10882,6882,2,773,2025-10-22,2025-10-22,Partial
10883,6883,2,4602,2025-10-27,2025-10-27,Partial
10884,6884,2,7129,2026-02-21,2026-02-21,Partial
10885,6885,2,4954,2026-02-07,2026-02-07,Partial
10886,6886,2,8191,2026-02-11,2026-02-11,Partial
10887,6887,2,6209,2026-02-07,2026-02-07,Partial
10888,6888,2,6884,2026-03-06,2026-03-06,Partial
10889,6889,2,8075,2026-03-07,2026-03-07,Partial
10890,6890,2,5089,2026-02-25,2026-02-25,Partial
10891,6891,2,7600,2026-03-05,2026-03-05,Partial
10892,6892,2,8156,2025-10-30,2025-11-02,Delivered
10893,6893,2,13225,2025-10-19,2025-10-19,Partial
10894,6894,2,3324,2025-10-28,2025-10-28,Partial
10895,6895,2,4224,2025-10-08,2025-10-12,Partial
10896,6896,2,2012,2025-10-18,2025-10-18,Partial
10897,6897,2,4147,2025-10-09,2025-10-09,Delivered
10898,6898,2,7746,2026-03-03,2026-03-03,Partial
10899,6899,2,542,2026-02-26,2026-02-26,Lost
10900,6900,2,690,2026-02-21,2026-02-21,Partial
10901,6901,2,5880,2025-10-31,2025-10-31,Partial
10902,6902,2,5893,2025-10-30,2025-10-30,Partial
10903,6903,2,7976,2025-10-22,2025-10-22,Partial
10904,6904,2,6064,2025-10-26,2025-10-26,Delivered
10905,6905,2,4552,2025-10-30,2025-10-30,Partial
10906,6906,2,7429,2025-10-24,2025-10-24,Partial
10907,6907,2,4210,2026-03-02,2026-03-02,Partial
10908,6908,2,5556,2026-03-03,2026-03-03,Partial
10909,6909,2,856,2026-02-20,2026-02-20,Partial
10910,6910,2,4143,2026-03-04,2026-03-04,Partial
10911,6911,2,14466,2026-02-23,2026-02-23,Partial
10912,6912,2,2430,2026-02-15,2026-02-15,Partial
10913,6913,2,3026,2026-02-15,2026-02-15,Partial
10914,6914,2,1216,2025-10-09,2025-10-09,Partial
10915,6915,2,7610,2025-10-12,2025-10-12,Partial
10916,6916,2,1930,2025-10-21,2025-10-21,Partial
10917,6917,2,6705,2025-10-29,2025-10-29,Partial
10918,6918,2,6423,2025-10-24,2025-10-24,Partial
10919,6919,2,1819,2025-10-15,2025-10-15,Partial
10920,6920,2,2326,2026-03-04,2026-03-04,Delivered
10921,6921,2,5579,2026-02-26,2026-02-26,Partial
10922,6922,2,1902,2026-02-19,2026-02-19,Partial
10923,6923,2,1933,2026-03-03,2026-03-03,Partial
10924,6924,2,6675,2026-02-16,2026-02-16,Partial
10925,6925,2,637,2025-10-18,2025-10-18,Delivered
10926,6926,2,6712,2025-11-05,2025-11-05,Partial
10927,6927,2,18238,2025-10-26,2025-10-26,Partial
10928,6928,2,1459,2026-02-26,2026-02-26,Delivered
10929,6929,2,14794,2026-02-13,2026-02-13,Partial
10930,6930,2,8553,2026-02-16,2026-02-16,Partial
10931,6931,2,6830,2026-03-05,2026-03-05,Partial
10932,6932,2,1970,2026-02-15,2026-02-15,Partial
10933,6933,2,4799,2026-02-15,2026-02-15,Delivered
10934,6934,2,6577,2026-02-17,2026-02-17,Partial
10935,6935,2,4476,2025-10-06,2025-10-06,Partial
10936,6936,2,8072,2025-10-26,2025-10-26,Partial
10937,6937,2,6539,2025-10-17,2025-10-17,Partial
10938,6938,2,893,2025-10-27,2025-11-03,Partial
10939,6939,2,2089,2025-10-22,2025-10-22,Partial
10940,6940,2,7021,2025-11-02,2025-11-02,Partial
10941,6941,2,8021,2025-10-31,2025-10-31,Delivered
