request_id,district,sector,site_name,farmer_name,fertilizer_type,quantity_bags,price_per_bag,total_amount,request_date,delivery_status
1050,Nyabihu,Sector 7,Sector 7 Site,Farmer_1050,NPK,46,32.5,1495,2026-07-23,Pending
1053,Ruhango,Sector 1,Sector 1 Site,Farmer_1053,NPK,58,32.5,1885,2026-07-10,Delivered
1058,Musanze,Sector 7,Sector 7 Site,Farmer_1058,NPK,37,32.5,1202.5,2026-07-13,Delivered
1068,Nyagatare,Sector 3,Sector 3 Site,Farmer_1068,NPK,19,32.5,617.5,2026-07-15,Booked
1070,Gakenke,Sector 12,Sector 12 Site,Farmer_1070,NPK,10,32.5,325,2026-07-09,Booked
1073,Karongi,Sector 6,Sector 6 Site,Farmer_1073,NPK,24,32.5,780,2026-07-09,Delivered
1074,Musanze,Sector 8,Sector 8 Site,Farmer_1074,NPK,23,32.5,747.5,2026-07-16,Pending
1075,Nyanza,Sector 2,Sector 2 Site,Farmer_1075,NPK,20,32.5,650,2026-07-14,Pending
1076,Burera,Sector 5,Sector 5 Site,Farmer_1076,NPK,56,32.5,1820,2026-07-31,Booked
1087,Kicukiro,Sector 1,Sector 1 Site,Farmer_1087,NPK,58,32.5,1885,2026-07-17,Booked
1090,Nyanza,Sector 7,Sector 7 Site,Farmer_1090,NPK,7,32.5,227.5,2026-07-01,Booked
1102,Nyagatare,Sector 12,Sector 12 Site,Farmer_1102,NPK,47,32.5,1527.5,2026-07-31,Delivered
1104,Rusizi,Sector 4,Sector 4 Site,Farmer_1104,NPK,15,32.5,487.5,2026-07-03,Pending
1107,Burera,Sector 6,Sector 6 Site,Farmer_1107,NPK,7,32.5,227.5,2026-07-25,Pending
1109,Nyarugenge,Sector 3,Sector 3 Site,Farmer_1109,NPK,42,32.5,1365,2026-07-30,Delivered
1114,Gatsibo,Sector 11,Sector 11 Site,Farmer_1114,NPK,60,32.5,1950,2026-07-19,Delivered
1117,Gasabo,Sector 12,Sector 12 Site,Farmer_1117,NPK,42,32.5,1365,2026-07-11,Delivered
1119,Nyagatare,Sector 10,Sector 10 Site,Farmer_1119,NPK,13,32.5,422.5,2026-07-20,Delivered
1120,Karongi,Sector 1,Sector 1 Site,Farmer_1120,NPK,46,32.5,1495,2026-07-31,Booked
1123,Gatsibo,Sector 12,Sector 12 Site,Farmer_1123,NPK,17,32.5,552.5,2026-07-16,Delivered
1126,Gatsibo,Sector 11,Sector 11 Site,Farmer_1126,NPK,60,32.5,1950,2026-07-11,Pending
1132,Nyanza,Sector 1,Sector 1 Site,Farmer_1132,NPK,45,32.5,1462.5,2026-07-17,Pending
1136,Rusizi,Sector 6,Sector 6 Site,Farmer_1136,NPK,16,32.5,520,2026-07-29,Delivered
1137,Nyaruguru,Sector 1,Sector 1 Site,Farmer_1137,NPK,29,32.5,942.5,2026-07-04,Delivered
1138,Kicukiro,Sector 7,Sector 7 Site,Farmer_1138,NPK,26,32.5,845,2026-07-28,Delivered
1139,Rutsiro,Sector 2,Sector 2 Site,Farmer_1139,NPK,37,32.5,1202.5,2026-07-03,Delivered
1142,Bugesera,Sector 11,Sector 11 Site,Farmer_1142,NPK,20,32.5,650,2026-07-01,Pending
1149,Muhanga,Sector 3,Sector 3 Site,Farmer_1149,NPK,58,32.5,1885,2026-07-16,Pending
1153,Rwamagana,Sector 3,Sector 3 Site,Farmer_1153,NPK,26,32.5,845,2026-07-27,Delivered
1154,Musanze,Sector 6,Sector 6 Site,Farmer_1154,NPK,39,32.5,1267.5,2026-07-08,Delivered
1158,Burera,Sector 4,Sector 4 Site,Farmer_1158,NPK,25,32.5,812.5,2026-07-14,Delivered
1159,Ngororero,Sector 3,Sector 3 Site,Farmer_1159,NPK,48,32.5,1560,2026-07-08,Delivered
1160,Kayonza,Sector 11,Sector 11 Site,Farmer_1160,NPK,30,32.5,975,2026-07-24,Pending
1162,Gisagara,Sector 7,Sector 7 Site,Farmer_1162,NPK,23,32.5,747.5,2026-07-21,Delivered
1164,Ruhango,Sector 9,Sector 9 Site,Farmer_1164,NPK,38,32.5,1235,2026-07-27,Pending
1171,Rubavu,Sector 1,Sector 1 Site,Farmer_1171,NPK,8,32.5,260,2026-07-11,Booked
1173,Rubavu,Sector 8,Sector 8 Site,Farmer_1173,NPK,12,32.5,390,2026-07-17,Delivered
1181,Rwamagana,Sector 4,Sector 4 Site,Farmer_1181,NPK,32,32.5,1040,2026-07-17,Delivered
1190,Gisagara,Sector 9,Sector 9 Site,Farmer_1190,NPK,56,32.5,1820,2026-07-20,Booked
1193,Bugesera,Sector 9,Sector 9 Site,Farmer_1193,NPK,51,32.5,1657.5,2026-07-03,Pending
1200,Gisagara,Sector 3,Sector 3 Site,Farmer_1200,NPK,39,32.5,1267.5,2026-07-18,Pending
1203,Rubavu,Sector 4,Sector 4 Site,Farmer_1203,NPK,16,32.5,520,2026-07-07,Booked
1205,Gisagara,Sector 8,Sector 8 Site,Farmer_1205,NPK,60,32.5,1950,2026-07-04,Pending
1214,Rulindo,Sector 5,Sector 5 Site,Farmer_1214,NPK,17,32.5,552.5,2026-07-08,Pending
1217,Gicumbi,Sector 9,Sector 9 Site,Farmer_1217,NPK,7,32.5,227.5,2026-07-22,Delivered
1222,Rulindo,Sector 3,Sector 3 Site,Farmer_1222,NPK,20,32.5,650,2026-07-11,Booked
1236,Kayonza,Sector 2,Sector 2 Site,Farmer_1236,NPK,54,32.5,1755,2026-07-14,Delivered
1252,Nyamasheke,Sector 3,Sector 3 Site,Farmer_1252,NPK,44,32.5,1430,2026-07-26,Delivered
1253,Huye,Sector 7,Sector 7 Site,Farmer_1253,NPK,34,32.5,1105,2026-07-18,Booked
1262,Kirehe,Sector 8,Sector 8 Site,Farmer_1262,NPK,53,32.5,1722.5,2026-07-03,Pending
1267,Nyabihu,Sector 12,Sector 12 Site,Farmer_1267,NPK,31,32.5,1007.5,2026-07-17,Pending
1270,Huye,Sector 6,Sector 6 Site,Farmer_1270,NPK,22,32.5,715,2026-07-12,Booked
1273,Nyagatare,Sector 12,Sector 12 Site,Farmer_1273,NPK,13,32.5,422.5,2026-07-21,Delivered
1282,Ngoma,Sector 1,Sector 1 Site,Farmer_1282,NPK,48,32.5,1560,2026-07-14,Pending
1289,Rusizi,Sector 1,Sector 1 Site,Farmer_1289,NPK,35,32.5,1137.5,2026-07-30,Delivered
1296,Nyanza,Sector 11,Sector 11 Site,Farmer_1296,NPK,30,32.5,975,2026-07-25,Pending
1302,Nyanza,Sector 2,Sector 2 Site,Farmer_1302,NPK,22,32.5,715,2026-07-02,Booked
1308,Rutsiro,Sector 3,Sector 3 Site,Farmer_1308,NPK,15,32.5,487.5,2026-07-21,Booked
1316,Kirehe,Sector 4,Sector 4 Site,Farmer_1316,NPK,54,32.5,1755,2026-07-21,Pending
1318,Gakenke,Sector 4,Sector 4 Site,Farmer_1318,NPK,12,32.5,390,2026-07-18,Booked
1322,Gakenke,Sector 2,Sector 2 Site,Farmer_1322,NPK,9,32.5,292.5,2026-07-24,Pending
1329,Huye,Sector 8,Sector 8 Site,Farmer_1329,NPK,60,32.5,1950,2026-07-08,Booked
1334,Gasabo,Sector 4,Sector 4 Site,Farmer_1334,NPK,21,32.5,682.5,2026-07-12,Booked
1338,Kayonza,Sector 5,Sector 5 Site,Farmer_1338,NPK,23,32.5,747.5,2026-07-12,Pending
1339,Muhanga,Sector 5,Sector 5 Site,Farmer_1339,NPK,27,32.5,877.5,2026-07-08,Pending
1341,Gatsibo,Sector 12,Sector 12 Site,Farmer_1341,NPK,35,32.5,1137.5,2026-07-27,Booked
1345,Kamonyi,Sector 5,Sector 5 Site,Farmer_1345,NPK,39,32.5,1267.5,2026-07-31,Booked
1348,Kamonyi,Sector 12,Sector 12 Site,Farmer_1348,NPK,56,32.5,1820,2026-07-12,Delivered
1351,Rusizi,Sector 8,Sector 8 Site,Farmer_1351,NPK,57,32.5,1852.5,2026-07-12,Delivered
1352,Musanze,Sector 5,Sector 5 Site,Farmer_1352,NPK,38,32.5,1235,2026-07-05,Booked
1356,Kamonyi,Sector 3,Sector 3 Site,Farmer_1356,NPK,29,32.5,942.5,2026-07-10,Pending
1361,Nyaruguru,Sector 6,Sector 6 Site,Farmer_1361,NPK,39,32.5,1267.5,2026-07-22,Booked
1369,Gisagara,Sector 9,Sector 9 Site,Farmer_1369,NPK,13,32.5,422.5,2026-07-16,Booked
1372,Huye,Sector 6,Sector 6 Site,Farmer_1372,NPK,52,32.5,1690,2026-07-09,Pending
1376,Kayonza,Sector 5,Sector 5 Site,Farmer_1376,NPK,16,32.5,520,2026-07-29,Pending
1379,Burera,Sector 12,Sector 12 Site,Farmer_1379,NPK,33,32.5,1072.5,2026-07-29,Booked
1382,Muhanga,Sector 11,Sector 11 Site,Farmer_1382,NPK,7,32.5,227.5,2026-07-22,Delivered
1387,Nyamasheke,Sector 4,Sector 4 Site,Farmer_1387,NPK,11,32.5,357.5,2026-07-10,Delivered
1389,Nyabihu,Sector 12,Sector 12 Site,Farmer_1389,NPK,40,32.5,1300,2026-07-31,Delivered
1392,Kirehe,Sector 3,Sector 3 Site,Farmer_1392,NPK,60,32.5,1950,2026-07-15,Delivered
1397,Karongi,Sector 10,Sector 10 Site,Farmer_1397,NPK,13,32.5,422.5,2026-07-23,Booked
1398,Gisagara,Sector 7,Sector 7 Site,Farmer_1398,NPK,15,32.5,487.5,2026-07-31,Pending
1401,Musanze,Sector 3,Sector 3 Site,Farmer_1401,NPK,18,32.5,585,2026-07-19,Delivered
1424,Burera,Sector 5,Sector 5 Site,Farmer_1424,NPK,11,32.5,357.5,2026-07-15,Pending
1425,Rwamagana,Sector 9,Sector 9 Site,Farmer_1425,NPK,26,32.5,845,2026-07-04,Delivered
1427,Rusizi,Sector 12,Sector 12 Site,Farmer_1427,NPK,36,32.5,1170,2026-07-04,Pending
1429,Kamonyi,Sector 7,Sector 7 Site,Farmer_1429,NPK,54,32.5,1755,2026-07-10,Pending
1430,Nyabihu,Sector 9,Sector 9 Site,Farmer_1430,NPK,55,32.5,1787.5,2026-07-18,Booked
1446,Rubavu,Sector 12,Sector 12 Site,Farmer_1446,NPK,52,32.5,1690,2026-07-06,Delivered
1447,Gasabo,Sector 9,Sector 9 Site,Farmer_1447,NPK,7,32.5,227.5,2026-07-23,Booked
1452,Gakenke,Sector 2,Sector 2 Site,Farmer_1452,NPK,22,32.5,715,2026-07-13,Pending
1458,Kicukiro,Sector 5,Sector 5 Site,Farmer_1458,NPK,54,32.5,1755,2026-07-11,Booked
1460,Rubavu,Sector 1,Sector 1 Site,Farmer_1460,NPK,36,32.5,1170,2026-07-25,Pending
1465,Ngoma,Sector 9,Sector 9 Site,Farmer_1465,NPK,41,32.5,1332.5,2026-07-26,Booked
1470,Karongi,Sector 7,Sector 7 Site,Farmer_1470,NPK,24,32.5,780,2026-07-26,Pending
1473,Nyaruguru,Sector 7,Sector 7 Site,Farmer_1473,NPK,14,32.5,455,2026-07-20,Delivered
1475,Kayonza,Sector 11,Sector 11 Site,Farmer_1475,NPK,7,32.5,227.5,2026-07-05,Booked
1478,Rulindo,Sector 9,Sector 9 Site,Farmer_1478,NPK,49,32.5,1592.5,2026-07-22,Delivered
1479,Kamonyi,Sector 9,Sector 9 Site,Farmer_1479,NPK,22,32.5,715,2026-07-18,Booked
1480,Kicukiro,Sector 11,Sector 11 Site,Farmer_1480,NPK,41,32.5,1332.5,2026-07-23,Booked
1483,Gasabo,Sector 12,Sector 12 Site,Farmer_1483,NPK,9,32.5,292.5,2026-07-10,Pending
1484,Rubavu,Sector 7,Sector 7 Site,Farmer_1484,NPK,10,32.5,325,2026-07-17,Delivered
1492,Ngoma,Sector 8,Sector 8 Site,Farmer_1492,NPK,33,32.5,1072.5,2026-07-07,Pending
1495,Rulindo,Sector 9,Sector 9 Site,Farmer_1495,NPK,14,32.5,455,2026-07-11,Booked
1497,Bugesera,Sector 11,Sector 11 Site,Farmer_1497,NPK,54,32.5,1755,2026-07-08,Delivered
1498,Nyanza,Sector 10,Sector 10 Site,Farmer_1498,NPK,30,32.5,975,2026-07-15,Booked
1502,Nyanza,Sector 4,Sector 4 Site,Farmer_1502,NPK,19,32.5,617.5,2026-07-04,Delivered
1505,Burera,Sector 12,Sector 12 Site,Farmer_1505,NPK,16,32.5,520,2026-07-07,Booked
1506,Nyamasheke,Sector 1,Sector 1 Site,Farmer_1506,NPK,59,32.5,1917.5,2026-07-29,Pending
1508,Kamonyi,Sector 4,Sector 4 Site,Farmer_1508,NPK,55,32.5,1787.5,2026-07-21,Booked
1509,Kicukiro,Sector 12,Sector 12 Site,Farmer_1509,NPK,52,32.5,1690,2026-07-05,Delivered
1512,Nyanza,Sector 12,Sector 12 Site,Farmer_1512,NPK,25,32.5,812.5,2026-07-20,Booked
1520,Karongi,Sector 4,Sector 4 Site,Farmer_1520,NPK,54,32.5,1755,2026-07-21,Pending
1521,Gicumbi,Sector 12,Sector 12 Site,Farmer_1521,NPK,36,32.5,1170,2026-07-28,Booked
1522,Karongi,Sector 11,Sector 11 Site,Farmer_1522,NPK,38,32.5,1235,2026-07-24,Booked
1523,Musanze,Sector 11,Sector 11 Site,Farmer_1523,NPK,13,32.5,422.5,2026-07-01,Pending
1525,Burera,Sector 10,Sector 10 Site,Farmer_1525,NPK,48,32.5,1560,2026-07-10,Booked
1530,Karongi,Sector 3,Sector 3 Site,Farmer_1530,NPK,40,32.5,1300,2026-07-16,Booked
1532,Nyarugenge,Sector 7,Sector 7 Site,Farmer_1532,NPK,24,32.5,780,2026-07-03,Delivered
1533,Kicukiro,Sector 2,Sector 2 Site,Farmer_1533,NPK,9,32.5,292.5,2026-07-03,Pending
1535,Kamonyi,Sector 3,Sector 3 Site,Farmer_1535,NPK,46,32.5,1495,2026-07-03,Booked
1547,Muhanga,Sector 5,Sector 5 Site,Farmer_1547,NPK,5,32.5,162.5,2026-07-26,Pending
1557,Rubavu,Sector 5,Sector 5 Site,Farmer_1557,NPK,19,32.5,617.5,2026-07-21,Pending
1563,Nyagatare,Sector 3,Sector 3 Site,Farmer_1563,NPK,26,32.5,845,2026-07-09,Booked
1564,Nyabihu,Sector 9,Sector 9 Site,Farmer_1564,NPK,60,32.5,1950,2026-07-23,Pending
1568,Bugesera,Sector 8,Sector 8 Site,Farmer_1568,NPK,57,32.5,1852.5,2026-07-14,Pending
1570,Ngororero,Sector 4,Sector 4 Site,Farmer_1570,NPK,18,32.5,585,2026-07-27,Booked
1571,Nyaruguru,Sector 11,Sector 11 Site,Farmer_1571,NPK,27,32.5,877.5,2026-07-17,Delivered
1578,Rusizi,Sector 5,Sector 5 Site,Farmer_1578,NPK,50,32.5,1625,2026-07-19,Delivered
1582,Ngoma,Sector 8,Sector 8 Site,Farmer_1582,NPK,24,32.5,780,2026-07-09,Pending
1584,Rwamagana,Sector 10,Sector 10 Site,Farmer_1584,NPK,46,32.5,1495,2026-07-22,Booked
1586,Rwamagana,Sector 4,Sector 4 Site,Farmer_1586,NPK,56,32.5,1820,2026-07-28,Delivered
1588,Nyaruguru,Sector 3,Sector 3 Site,Farmer_1588,NPK,29,32.5,942.5,2026-07-12,Delivered
1591,Rwamagana,Sector 6,Sector 6 Site,Farmer_1591,NPK,18,32.5,585,2026-07-12,Booked
1593,Nyabihu,Sector 11,Sector 11 Site,Farmer_1593,NPK,55,32.5,1787.5,2026-07-19,Booked
1599,Gatsibo,Sector 3,Sector 3 Site,Farmer_1599,NPK,6,32.5,195,2026-07-21,Booked
1600,Burera,Sector 3,Sector 3 Site,Farmer_1600,NPK,9,32.5,292.5,2026-07-17,Pending
1601,Rusizi,Sector 6,Sector 6 Site,Farmer_1601,NPK,19,32.5,617.5,2026-07-01,Booked
1602,Nyabihu,Sector 3,Sector 3 Site,Farmer_1602,NPK,22,32.5,715,2026-07-14,Booked
1610,Nyagatare,Sector 12,Sector 12 Site,Farmer_1610,NPK,37,32.5,1202.5,2026-07-25,Booked
1614,Gisagara,Sector 8,Sector 8 Site,Farmer_1614,NPK,42,32.5,1365,2026-07-23,Delivered
1620,Gicumbi,Sector 9,Sector 9 Site,Farmer_1620,NPK,51,32.5,1657.5,2026-07-05,Delivered
1632,Rwamagana,Sector 8,Sector 8 Site,Farmer_1632,NPK,10,32.5,325,2026-07-19,Booked
1634,Kamonyi,Sector 12,Sector 12 Site,Farmer_1634,NPK,35,32.5,1137.5,2026-07-15,Delivered
1639,Bugesera,Sector 11,Sector 11 Site,Farmer_1639,NPK,11,32.5,357.5,2026-07-20,Booked
1650,Musanze,Sector 6,Sector 6 Site,Farmer_1650,NPK,34,32.5,1105,2026-07-13,Booked
1654,Nyarugenge,Sector 10,Sector 10 Site,Farmer_1654,NPK,18,32.5,585,2026-07-03,Booked
1661,Nyarugenge,Sector 5,Sector 5 Site,Farmer_1661,NPK,33,32.5,1072.5,2026-07-07,Booked
1663,Karongi,Sector 3,Sector 3 Site,Farmer_1663,NPK,22,32.5,715,2026-07-26,Delivered
1671,Rwamagana,Sector 9,Sector 9 Site,Farmer_1671,NPK,30,32.5,975,2026-07-25,Pending
1686,Kirehe,Sector 6,Sector 6 Site,Farmer_1686,NPK,29,32.5,942.5,2026-07-19,Booked
1688,Rutsiro,Sector 2,Sector 2 Site,Farmer_1688,NPK,18,32.5,585,2026-07-08,Pending
1690,Nyaruguru,Sector 3,Sector 3 Site,Farmer_1690,NPK,29,32.5,942.5,2026-07-29,Pending
1695,Ruhango,Sector 2,Sector 2 Site,Farmer_1695,NPK,10,32.5,325,2026-07-19,Pending
1703,Gakenke,Sector 10,Sector 10 Site,Farmer_1703,NPK,54,32.5,1755,2026-07-06,Booked
1707,Rubavu,Sector 7,Sector 7 Site,Farmer_1707,NPK,11,32.5,357.5,2026-07-29,Pending
1718,Gasabo,Sector 2,Sector 2 Site,Farmer_1718,NPK,41,32.5,1332.5,2026-07-30,Booked
1720,Gatsibo,Sector 10,Sector 10 Site,Farmer_1720,NPK,28,32.5,910,2026-07-19,Delivered
1725,Nyaruguru,Sector 7,Sector 7 Site,Farmer_1725,NPK,17,32.5,552.5,2026-07-08,Pending
1727,Rubavu,Sector 7,Sector 7 Site,Farmer_1727,NPK,7,32.5,227.5,2026-07-29,Delivered
1730,Huye,Sector 5,Sector 5 Site,Farmer_1730,NPK,38,32.5,1235,2026-07-18,Pending
1737,Ruhango,Sector 6,Sector 6 Site,Farmer_1737,NPK,50,32.5,1625,2026-07-09,Pending
1742,Gasabo,Sector 12,Sector 12 Site,Farmer_1742,NPK,48,32.5,1560,2026-07-03,Booked
1743,Rubavu,Sector 9,Sector 9 Site,Farmer_1743,NPK,16,32.5,520,2026-07-10,Delivered
1745,Kirehe,Sector 9,Sector 9 Site,Farmer_1745,NPK,22,32.5,715,2026-07-21,Pending
1751,Gasabo,Sector 3,Sector 3 Site,Farmer_1751,NPK,35,32.5,1137.5,2026-07-19,Booked
1758,Gisagara,Sector 5,Sector 5 Site,Farmer_1758,NPK,9,32.5,292.5,2026-07-19,Delivered
1760,Gasabo,Sector 7,Sector 7 Site,Farmer_1760,NPK,26,32.5,845,2026-07-25,Delivered
1771,Musanze,Sector 7,Sector 7 Site,Farmer_1771,NPK,16,32.5,520,2026-07-09,Delivered
1772,Rutsiro,Sector 12,Sector 12 Site,Farmer_1772,NPK,19,32.5,617.5,2026-07-14,Pending
1777,Kicukiro,Sector 12,Sector 12 Site,Farmer_1777,NPK,49,32.5,1592.5,2026-07-18,Delivered
1778,Kirehe,Sector 7,Sector 7 Site,Farmer_1778,NPK,52,32.5,1690,2026-07-20,Delivered
1782,Gisagara,Sector 7,Sector 7 Site,Farmer_1782,NPK,5,32.5,162.5,2026-07-14,Pending
1784,Karongi,Sector 6,Sector 6 Site,Farmer_1784,NPK,18,32.5,585,2026-07-06,Booked
1791,Rwamagana,Sector 6,Sector 6 Site,Farmer_1791,NPK,53,32.5,1722.5,2026-07-27,Delivered
1794,Rwamagana,Sector 11,Sector 11 Site,Farmer_1794,NPK,16,32.5,520,2026-07-17,Pending
1797,Ngoma,Sector 8,Sector 8 Site,Farmer_1797,NPK,55,32.5,1787.5,2026-07-20,Booked
1798,Nyabihu,Sector 4,Sector 4 Site,Farmer_1798,NPK,38,32.5,1235,2026-07-12,Pending
1809,Gicumbi,Sector 9,Sector 9 Site,Farmer_1809,NPK,35,32.5,1137.5,2026-07-22,Booked
1813,Nyabihu,Sector 7,Sector 7 Site,Farmer_1813,NPK,28,32.5,910,2026-07-31,Delivered
1814,Burera,Sector 12,Sector 12 Site,Farmer_1814,NPK,13,32.5,422.5,2026-07-17,Booked
1821,Karongi,Sector 5,Sector 5 Site,Farmer_1821,NPK,43,32.5,1397.5,2026-07-23,Delivered
1825,Nyaruguru,Sector 2,Sector 2 Site,Farmer_1825,NPK,48,32.5,1560,2026-07-14,Delivered
1826,Gasabo,Sector 1,Sector 1 Site,Farmer_1826,NPK,43,32.5,1397.5,2026-07-28,Delivered
1828,Rulindo,Sector 3,Sector 3 Site,Farmer_1828,NPK,12,32.5,390,2026-07-26,Delivered
1833,Rubavu,Sector 4,Sector 4 Site,Farmer_1833,NPK,50,32.5,1625,2026-07-03,Booked
1836,Nyaruguru,Sector 11,Sector 11 Site,Farmer_1836,NPK,6,32.5,195,2026-07-28,Pending
1842,Kayonza,Sector 6,Sector 6 Site,Farmer_1842,NPK,26,32.5,845,2026-07-23,Pending
1846,Karongi,Sector 3,Sector 3 Site,Farmer_1846,NPK,15,32.5,487.5,2026-07-05,Booked
1850,Nyarugenge,Sector 5,Sector 5 Site,Farmer_1850,NPK,51,32.5,1657.5,2026-07-07,Booked
1851,Nyabihu,Sector 3,Sector 3 Site,Farmer_1851,NPK,34,32.5,1105,2026-07-19,Delivered
1854,Gatsibo,Sector 5,Sector 5 Site,Farmer_1854,NPK,24,32.5,780,2026-07-26,Booked
1856,Nyaruguru,Sector 6,Sector 6 Site,Farmer_1856,NPK,46,32.5,1495,2026-07-23,Booked
1857,Rusizi,Sector 7,Sector 7 Site,Farmer_1857,NPK,56,32.5,1820,2026-07-21,Pending
1859,Nyarugenge,Sector 5,Sector 5 Site,Farmer_1859,NPK,42,32.5,1365,2026-07-24,Booked
1862,Muhanga,Sector 5,Sector 5 Site,Farmer_1862,NPK,49,32.5,1592.5,2026-07-13,Delivered
1869,Gasabo,Sector 8,Sector 8 Site,Farmer_1869,NPK,34,32.5,1105,2026-07-27,Delivered
1875,Rwamagana,Sector 9,Sector 9 Site,Farmer_1875,NPK,25,32.5,812.5,2026-07-24,Booked
1879,Nyagatare,Sector 2,Sector 2 Site,Farmer_1879,NPK,12,32.5,390,2026-07-28,Booked
1886,Rubavu,Sector 9,Sector 9 Site,Farmer_1886,NPK,45,32.5,1462.5,2026-07-03,Booked
1891,Muhanga,Sector 9,Sector 9 Site,Farmer_1891,NPK,6,32.5,195,2026-07-20,Booked
1894,Huye,Sector 7,Sector 7 Site,Farmer_1894,NPK,23,32.5,747.5,2026-07-11,Pending
1897,Huye,Sector 11,Sector 11 Site,Farmer_1897,NPK,38,32.5,1235,2026-07-11,Pending
1898,Nyaruguru,Sector 9,Sector 9 Site,Farmer_1898,NPK,8,32.5,260,2026-07-07,Delivered
1900,Nyamasheke,Sector 9,Sector 9 Site,Farmer_1900,NPK,16,32.5,520,2026-07-13,Booked
1917,Nyagatare,Sector 3,Sector 3 Site,Farmer_1917,NPK,40,32.5,1300,2026-07-27,Pending
1927,Rusizi,Sector 10,Sector 10 Site,Farmer_1927,NPK,51,32.5,1657.5,2026-07-05,Pending
1930,Musanze,Sector 10,Sector 10 Site,Farmer_1930,NPK,15,32.5,487.5,2026-07-03,Booked
1934,Nyamasheke,Sector 9,Sector 9 Site,Farmer_1934,NPK,46,32.5,1495,2026-07-28,Pending
1936,Huye,Sector 4,Sector 4 Site,Farmer_1936,NPK,41,32.5,1332.5,2026-07-05,Delivered
1937,Bugesera,Sector 9,Sector 9 Site,Farmer_1937,NPK,7,32.5,227.5,2026-07-15,Booked
1938,Kicukiro,Sector 3,Sector 3 Site,Farmer_1938,NPK,57,32.5,1852.5,2026-07-16,Delivered
1939,Nyanza,Sector 6,Sector 6 Site,Farmer_1939,NPK,55,32.5,1787.5,2026-07-02,Pending
1943,Ruhango,Sector 8,Sector 8 Site,Farmer_1943,NPK,16,32.5,520,2026-07-31,Booked
1944,Kicukiro,Sector 5,Sector 5 Site,Farmer_1944,NPK,58,32.5,1885,2026-07-31,Pending
1945,Burera,Sector 12,Sector 12 Site,Farmer_1945,NPK,22,32.5,715,2026-07-15,Booked
1951,Burera,Sector 1,Sector 1 Site,Farmer_1951,NPK,9,32.5,292.5,2026-07-03,Booked
1953,Gatsibo,Sector 8,Sector 8 Site,Farmer_1953,NPK,25,32.5,812.5,2026-07-09,Delivered
1955,Nyarugenge,Sector 1,Sector 1 Site,Farmer_1955,NPK,18,32.5,585,2026-07-13,Delivered
1959,Musanze,Sector 3,Sector 3 Site,Farmer_1959,NPK,31,32.5,1007.5,2026-07-08,Booked
1964,Nyanza,Sector 5,Sector 5 Site,Farmer_1964,NPK,53,32.5,1722.5,2026-07-06,Pending
1971,Nyanza,Sector 7,Sector 7 Site,Farmer_1971,NPK,55,32.5,1787.5,2026-07-22,Delivered
1974,Ruhango,Sector 8,Sector 8 Site,Farmer_1974,NPK,38,32.5,1235,2026-07-13,Pending
1983,Ruhango,Sector 3,Sector 3 Site,Farmer_1983,NPK,48,32.5,1560,2026-07-27,Delivered
1985,Rwamagana,Sector 1,Sector 1 Site,Farmer_1985,NPK,25,32.5,812.5,2026-07-12,Booked
1986,Kayonza,Sector 9,Sector 9 Site,Farmer_1986,NPK,60,32.5,1950,2026-07-28,Delivered
1987,Huye,Sector 9,Sector 9 Site,Farmer_1987,NPK,6,32.5,195,2026-07-02,Booked
1988,Ngororero,Sector 5,Sector 5 Site,Farmer_1988,NPK,52,32.5,1690,2026-07-13,Delivered
1990,Kicukiro,Sector 4,Sector 4 Site,Farmer_1990,NPK,29,32.5,942.5,2026-07-04,Pending
1999,Ngororero,Sector 4,Sector 4 Site,Farmer_1999,NPK,15,32.5,487.5,2026-07-18,Delivered
1005,Kirehe,Sector 12,Sector 12 Site,Farmer_1005,Urea,50,29,1450,2026-07-30,Pending
1006,Gakenke,Sector 3,Sector 3 Site,Farmer_1006,Urea,42,29,1218,2026-07-28,Pending
1009,Gisagara,Sector 3,Sector 3 Site,Farmer_1009,Urea,16,29,464,2026-07-11,Delivered
1015,Nyarugenge,Sector 11,Sector 11 Site,Farmer_1015,Urea,10,29,290,2026-07-01,Delivered
1016,Kayonza,Sector 10,Sector 10 Site,Farmer_1016,Urea,47,29,1363,2026-07-07,Delivered
1017,Ruhango,Sector 5,Sector 5 Site,Farmer_1017,Urea,39,29,1131,2026-07-03,Pending
1020,Gakenke,Sector 8,Sector 8 Site,Farmer_1020,Urea,32,29,928,2026-07-09,Pending
1024,Nyaruguru,Sector 7,Sector 7 Site,Farmer_1024,Urea,14,29,406,2026-07-29,Delivered
1025,Karongi,Sector 11,Sector 11 Site,Farmer_1025,Urea,43,29,1247,2026-07-22,Delivered
1026,Rwamagana,Sector 12,Sector 12 Site,Farmer_1026,Urea,52,29,1508,2026-07-14,Pending
1029,Rwamagana,Sector 9,Sector 9 Site,Farmer_1029,Urea,9,29,261,2026-07-03,Pending
1032,Huye,Sector 4,Sector 4 Site,Farmer_1032,Urea,30,29,870,2026-07-13,Booked
1033,Nyaruguru,Sector 10,Sector 10 Site,Farmer_1033,Urea,6,29,174,2026-07-26,Booked
1040,Burera,Sector 8,Sector 8 Site,Farmer_1040,Urea,31,29,899,2026-07-15,Pending
1043,Nyamasheke,Sector 10,Sector 10 Site,Farmer_1043,Urea,44,29,1276,2026-07-30,Pending
